"","group","condition","kappa_hat_geo","kappa_hat_feat","kappa_hat_mix","medianRT","weight_hat_mix","weight_feature"
"1","Control","Rect.room + conflict",3.33704115684093,0.333704115684093,6.00667408231368,9.064087,0.877551020408163,0.122448979591837
"2","Control","Rect.room + conflict",1.66852057842047,1.33481646273637,25.027808676307,10.8353295,0.591836734693878,0.408163265306122
"3","Control","Rect.room + conflict",14.349276974416,0.333704115684093,14.349276974416,4.7825315,1,0
"4","Control","Rect.room + conflict",0.667408231368187,0.667408231368187,2.66963292547275,5.932236,0.551020408163265,0.448979591836735
"5","Control","Rect.room + conflict",0,1.66852057842047,1.66852057842047,2.576416,0,1
"6","Control","Rect.room + conflict",3.00333704115684,0.333704115684093,13.0144605116796,4.781372,0.836734693877551,0.163265306122449
"7","Control","Rect.room + conflict",14.349276974416,0.333704115684093,37.0411568409344,6.119263,0.918367346938776,0.081632653061224
"8","Control","Rect.room + conflict",15.3503893214683,0.333704115684093,15.3503893214683,5.5040285,1,0
"9","Control","Rect.room + conflict",0,1.00111234705228,3.00333704115684,5.269287,0.306122448979592,0.693877551020408
"10","Control","Rect.room + conflict",18.3537263626251,0,18.3537263626251,6.587189,1,0
"11","Control","Rect.Room + blue wall",18.6874304783092,3.33704115684093,18.6874304783092,6.9648435,0.163265306122449,0.836734693877551
"12","Control","Rect.Room + blue wall",24.3604004449388,3.00333704115684,24.3604004449388,5.799408,0.163265306122449,0.836734693877551
"13","Control","Rect.Room + blue wall",6.67408231368187,0.667408231368187,6.67408231368187,5.115112,0.673469387755102,0.326530612244898
"14","Control","Rect.Room + blue wall",22.3581757508343,22.3581757508343,22.3581757508343,4.2232665,0,1
"15","Control","Rect.Room + blue wall",16.6852057842047,16.6852057842047,16.6852057842047,2.2232055,0,1
"16","Control","Rect.Room + blue wall",6.34037819799777,2.33592880978865,6.34037819799777,1.6644285,0.163265306122449,0.836734693877551
"17","Control","Rect.Room + blue wall",23.6929922135706,23.6929922135706,23.6929922135706,3.3397215,0,1
"18","Control","Rect.Room + blue wall",6.00667408231368,1.33481646273637,6.00667408231368,5.2983395,0.36734693877551,0.63265306122449
"19","Control","Rect.Room + blue wall",2.66963292547275,1.33481646273637,2.33592880978865,4.642334,0.244897959183673,0.755102040816327
"20","Control","Rect.Room + blue wall",27.6974416017798,27.6974416017798,27.6974416017798,6.022034,0,1
"21","Control","Rect.Room",12.0133481646274,NA,12.0133481646274,7.1090085,1,0
"22","Control","Rect.Room",11.6796440489433,NA,11.6796440489433,6.8382565,1,0
"23","Control","Rect.Room",12.3470522803115,NA,12.3470522803115,4.182434,1,0
"24","Control","Rect.Room",11.0122358175751,NA,11.0122358175751,4.4635925,1,0
"25","Control","Rect.Room",11.3459399332592,NA,11.3459399332592,3.0613405,1,0
"26","Control","Rect.Room",35.3726362625139,NA,35.3726362625139,2.152344,1,0
"27","Control","Rect.Room",18.020022246941,NA,18.020022246941,3.8890075,1,0
"28","Control","Rect.Room",7.34149054505006,NA,7.34149054505006,3.5737305,1,0
"29","Control","Rect.Room",2.00222469410456,NA,2.00222469410456,2.8604125,1,0
"30","Control","Rect.Room",3.33704115684093,NA,3.33704115684093,9.53656,1,0
"31","Control","Square.Room + blue wall",12.6807563959955,2.66963292547275,12.6807563959955,4.508728,0.102040816326531,0.897959183673469
"32","Control","Square.Room + blue wall",30.7007786429366,4.33815350389321,30.7007786429366,5.497589,0.102040816326531,0.897959183673469
"33","Control","Square.Room + blue wall",14.0155728587319,1.33481646273637,14.349276974416,4.937271,0.326530612244898,0.673469387755102
"34","Control","Square.Room + blue wall",12.3470522803115,3.33704115684093,9.34371523915462,3.836487,0.163265306122449,0.836734693877551
"35","Control","Square.Room + blue wall",10.3448275862069,10.678531701891,10.678531701891,1.7451175,0,1
"36","Control","Square.Room + blue wall",12.3470522803115,0.333704115684093,12.3470522803115,2.9870605,0.816326530612245,0.183673469387755
"37","Control","Square.Room + blue wall",27.6974416017798,27.6974416017798,27.6974416017798,2.8879395,0,1
"38","Control","Square.Room + blue wall",22.0244716351502,2.00222469410456,22.0244716351502,4.462341,0.224489795918367,0.775510204081633
"39","Control","Square.Room + blue wall",6.34037819799777,1.00111234705228,7.34149054505006,2.506348,0.448979591836735,0.551020408163265
"40","Control","Square.Room + blue wall",11.3459399332592,12.3470522803115,12.3470522803115,6.045532,0,1
"41","Control","Square.Room",5.67296996662959,NA,5.67296996662959,5.8583985,1,0
"42","Control","Square.Room",19.3548387096774,NA,19.3548387096774,6.1533815,1,0
"43","Control","Square.Room",26.3626251390434,NA,26.3626251390434,4.6113585,1,0
"44","Control","Square.Room",34.7052280311457,NA,34.7052280311457,4.4086915,1,0
"45","Control","Square.Room",9.34371523915462,NA,9.34371523915462,2.265686,1,0
"46","Control","Square.Room",6.67408231368187,NA,6.67408231368187,3.4013065,1,0
"47","Control","Square.Room",25.6952169076752,NA,25.6952169076752,5.4643555,1,0
"48","Control","Square.Room",14.0155728587319,NA,14.0155728587319,3.893982,1,0
"49","Control","Square.Room",8.34260289210234,NA,8.34260289210234,1.806671,1,0
"50","Control","Square.Room",10.0111234705228,NA,10.0111234705228,8.9414065,1,0
"51","R. Central","Rect.room + conflict",0,3.00333704115684,5.67296996662959,2.557968,0.102040816326531,0.897959183673469
"52","R. Central","Rect.room + conflict",1.00111234705228,0.667408231368187,20.0222469410456,7.682251,0.510204081632653,0.489795918367347
"53","R. Central","Rect.room + conflict",0,1.33481646273637,5.67296996662959,16.70715,0.489795918367347,0.510204081632653
"54","R. Central","Rect.room + conflict",0,20.0222469410456,20.0222469410456,8.042633,0,1
"55","R. Central","Rect.room + conflict",0,6.34037819799777,6.34037819799777,6.1589965,0,1
"56","R. Central","Rect.room + conflict",0.333704115684093,1.00111234705228,9.01001112347052,5.9265135,0.36734693877551,0.63265306122449
"57","R. Central","Rect.room + conflict",1.66852057842047,0,4.67185761957731,7.781372,0.714285714285714,0.285714285714286
"58","R. Central","Rect.room + conflict",0,2.00222469410456,2.00222469410456,8.4784545,0.0204081632653061,0.979591836734694
"59","R. Central","Rect.room + conflict",24.3604004449388,0,24.3604004449388,8.421875,1,0
"60","R. Central","Rect.room + conflict",7.00778642936596,0,7.00778642936596,5.568863,1,0
"61","R. Central","Rect.Room + blue wall",7.34149054505006,7.34149054505006,7.34149054505006,2.297577,0,1
"62","R. Central","Rect.Room + blue wall",54.7274749721913,54.7274749721913,54.7274749721913,5.13797,0,1
"63","R. Central","Rect.Room + blue wall",12.0133481646274,12.0133481646274,12.0133481646274,8.720398,0,1
"64","R. Central","Rect.Room + blue wall",36.7074527252503,36.7074527252503,36.7074527252503,6.2802735,0,1
"65","R. Central","Rect.Room + blue wall",2.66963292547275,2.66963292547275,2.66963292547275,5.513916,0,1
"66","R. Central","Rect.Room + blue wall",11.3459399332592,3.00333704115684,11.3459399332592,4.9234005,0.163265306122449,0.836734693877551
"67","R. Central","Rect.Room + blue wall",1.66852057842047,0,1.66852057842047,7.527832,0.979591836734694,0.020408163265306
"68","R. Central","Rect.Room + blue wall",7.34149054505006,7.34149054505006,7.34149054505006,2.900269,0,1
"69","R. Central","Rect.Room + blue wall",33.0367074527253,33.0367074527253,33.0367074527253,4.445221,0,1
"70","R. Central","Rect.Room + blue wall",1.00111234705228,0.667408231368187,1.00111234705228,6.5673825,0.326530612244898,0.673469387755102
"71","R. Central","Rect.Room",50.3893214682981,NA,50.3893214682981,1.32431,1,0
"72","R. Central","Rect.Room",2.66963292547275,NA,2.66963292547275,5.1693725,1,0
"73","R. Central","Rect.Room",11.6796440489433,NA,11.6796440489433,9.2973635,1,0
"74","R. Central","Rect.Room",4.00444938820912,NA,4.00444938820912,12.387451,1,0
"75","R. Central","Rect.Room",24.0266963292547,NA,24.0266963292547,6.663879,1,0
"76","R. Central","Rect.Room",2.66963292547275,NA,2.66963292547275,3.383667,1,0
"77","R. Central","Rect.Room",2.00222469410456,NA,2.00222469410456,4.876343,1,0
"78","R. Central","Rect.Room",3.67074527252503,NA,3.67074527252503,4.606384,1,0
"79","R. Central","Rect.Room",3.67074527252503,NA,3.67074527252503,5.833679,1,0
"80","R. Central","Rect.Room",5.0055617352614,NA,5.0055617352614,4.319687,1,0
"81","R. Central","Square.Room + blue wall",33.7041156840934,33.7041156840934,33.7041156840934,2.3802945,0,1
"82","R. Central","Square.Room + blue wall",20.0222469410456,2.00222469410456,19.3548387096774,4.1868895,0.326530612244898,0.673469387755102
"83","R. Central","Square.Room + blue wall",17.3526140155729,17.3526140155729,17.3526140155729,5.765869,0,1
"84","R. Central","Square.Room + blue wall",17.0189098998888,17.686318131257,17.686318131257,6.7388915,0,1
"85","R. Central","Square.Room + blue wall",17.0189098998888,17.0189098998888,17.0189098998888,4.7476805,0,1
"86","R. Central","Square.Room + blue wall",10.3448275862069,1.66852057842047,10.678531701891,4.743408,0.36734693877551,0.63265306122449
"87","R. Central","Square.Room + blue wall",9.67741935483871,0.333704115684093,9.67741935483871,4.632111,0.877551020408163,0.122448979591837
"88","R. Central","Square.Room + blue wall",10.678531701891,11.3459399332592,11.3459399332592,3.2662965,0,1
"89","R. Central","Square.Room + blue wall",11.6796440489433,5.0055617352614,12.0133481646274,4.544739,0.122448979591837,0.877551020408163
"90","R. Central","Square.Room + blue wall",11.6796440489433,1.33481646273637,12.0133481646274,4.2348635,0.448979591836735,0.551020408163265
"91","R. Central","Square.Room",6.00667408231368,NA,6.00667408231368,1.4147645,1,0
"92","R. Central","Square.Room",10.0111234705228,NA,10.0111234705228,3.7096555,1,0
"93","R. Central","Square.Room",25.6952169076752,NA,25.6952169076752,7.0907895,1,0
"94","R. Central","Square.Room",12.3470522803115,NA,12.3470522803115,18.072205,1,0
"95","R. Central","Square.Room",16.6852057842047,NA,16.6852057842047,6.4989015,1,0
"96","R. Central","Square.Room",28.698553948832,NA,28.698553948832,3.0322875,1,0
"97","R. Central","Square.Room",5.33926585094549,NA,5.33926585094549,3.8435665,1,0
"98","R. Central","Square.Room",7.67519466073415,NA,7.67519466073415,4.545288,1,0
"99","R. Central","Square.Room",5.33926585094549,NA,5.33926585094549,5.2896115,1,0
"100","R. Central","Square.Room",5.33926585094549,NA,5.33926585094549,4.031128,1,0
"101","R. Field","Rect.room + conflict",0,2.33592880978865,2.33592880978865,8.4885865,0,1
"102","R. Field","Rect.room + conflict",0,1.33481646273637,5.0055617352614,9.9863575,0.306122448979592,0.693877551020408
"103","R. Field","Rect.room + conflict",0,2.00222469410456,2.00222469410456,6.5846255,0.0204081632653061,0.979591836734694
"104","R. Field","Rect.room + conflict",3.67074527252503,0.333704115684093,3.67074527252503,6.3047485,0.959183673469388,0.040816326530612
"105","R. Field","Rect.room + conflict",0,4.33815350389321,8.34260289210234,6.7728275,0.102040816326531,0.897959183673469
"106","R. Field","Rect.room + conflict",3.33704115684093,0,3.33704115684093,4.879578,1,0
"107","R. Field","Rect.room + conflict",5.33926585094549,0.333704115684093,7.34149054505006,15.9043,0.897959183673469,0.102040816326531
"108","R. Field","Rect.room + conflict",0,0.667408231368187,3.33704115684093,9.0945435,0.469387755102041,0.530612244897959
"109","R. Field","Rect.room + conflict",0,6.67408231368187,15.6840934371524,8.03833,0.0816326530612245,0.918367346938776
"110","R. Field","Rect.room + conflict",4.00444938820912,0,4.00444938820912,6.2213135,1,0
"111","R. Field","Rect.Room + blue wall",4.67185761957731,1.66852057842047,4.33815350389321,7.279785,0.326530612244898,0.673469387755102
"112","R. Field","Rect.Room + blue wall",1.66852057842047,1.00111234705228,1.33481646273637,8.35318,0.326530612244898,0.673469387755102
"113","R. Field","Rect.Room + blue wall",15.0166852057842,3.00333704115684,15.0166852057842,8.2024845,0.163265306122449,0.836734693877551
"114","R. Field","Rect.Room + blue wall",2.33592880978865,1.33481646273637,2.66963292547275,3.7986755,0.326530612244898,0.673469387755102
"115","R. Field","Rect.Room + blue wall",6.67408231368187,1.66852057842047,6.67408231368187,6.309845,0.326530612244898,0.673469387755102
"116","R. Field","Rect.Room + blue wall",3.00333704115684,0,3.33704115684093,4.4707645,0.877551020408163,0.122448979591837
"117","R. Field","Rect.Room + blue wall",3.67074527252503,1.33481646273637,3.67074527252503,13.72949,0.326530612244898,0.673469387755102
"118","R. Field","Rect.Room + blue wall",4.00444938820912,1.66852057842047,4.00444938820912,8.8916935,0.326530612244898,0.673469387755102
"119","R. Field","Rect.Room + blue wall",12.0133481646274,12.0133481646274,12.0133481646274,5.686279,0,1
"120","R. Field","Rect.Room + blue wall",5.0055617352614,2.00222469410456,5.0055617352614,7.8825685,0.326530612244898,0.673469387755102
"121","R. Field","Rect.Room",1.66852057842047,NA,1.66852057842047,7.83136,1,0
"122","R. Field","Rect.Room",2.66963292547275,NA,2.66963292547275,6.984589,1,0
"123","R. Field","Rect.Room",2.66963292547275,NA,2.66963292547275,7.7529295,1,0
"124","R. Field","Rect.Room",2.33592880978865,NA,2.33592880978865,3.8759155,1,0
"125","R. Field","Rect.Room",0,NA,0,6.8448485,1,0
"126","R. Field","Rect.Room",3.33704115684093,NA,3.33704115684093,5.286377,1,0
"127","R. Field","Rect.Room",1.00111234705228,NA,1.00111234705228,14.802245,1,0
"128","R. Field","Rect.Room",0.333704115684093,NA,0.333704115684093,9.2302245,1,0
"129","R. Field","Rect.Room",3.00333704115684,NA,3.00333704115684,5.713989,1,0
"130","R. Field","Rect.Room",2.66963292547275,NA,2.66963292547275,9.991945,1,0
"131","R. Field","Square.Room + blue wall",10.3448275862069,3.67074527252503,10.678531701891,5.9239045,0.102040816326531,0.897959183673469
"132","R. Field","Square.Room + blue wall",4.67185761957731,1.00111234705228,5.0055617352614,6.420166,0.469387755102041,0.530612244897959
"133","R. Field","Square.Room + blue wall",9.34371523915462,1.33481646273637,9.34371523915462,9.2518305,0.448979591836735,0.551020408163265
"134","R. Field","Square.Room + blue wall",5.33926585094549,2.33592880978865,6.00667408231368,3.710892,0.122448979591837,0.877551020408163
"135","R. Field","Square.Room + blue wall",21.357063403782,5.0055617352614,21.357063403782,5.2459105,0.102040816326531,0.897959183673469
"136","R. Field","Square.Room + blue wall",13.0144605116796,0.667408231368187,13.0144605116796,4.8291625,0.897959183673469,0.102040816326531
"137","R. Field","Square.Room + blue wall",5.67296996662959,0.333704115684093,5.0055617352614,7.939453,0.714285714285714,0.285714285714286
"138","R. Field","Square.Room + blue wall",4.33815350389321,1.33481646273637,2.00222469410456,8.4009705,0.163265306122449,0.836734693877551
"139","R. Field","Square.Room + blue wall",10.0111234705228,2.33592880978865,10.678531701891,7.5324095,0.224489795918367,0.775510204081633
"140","R. Field","Square.Room + blue wall",10.0111234705228,2.00222469410456,10.3448275862069,6.1860355,0.224489795918367,0.775510204081633
"141","R. Field","Square.Room",1.33481646273637,NA,1.33481646273637,8.227417,1,0
"142","R. Field","Square.Room",14.349276974416,NA,14.349276974416,6.493286,1,0
"143","R. Field","Square.Room",11.6796440489433,NA,11.6796440489433,10.154905,1,0
"144","R. Field","Square.Room",6.67408231368187,NA,6.67408231368187,5.026062,1,0
"145","R. Field","Square.Room",9.34371523915462,NA,9.34371523915462,5.337311,1,0
"146","R. Field","Square.Room",10.678531701891,NA,10.678531701891,5.3149415,1,0
"147","R. Field","Square.Room",1.33481646273637,NA,1.33481646273637,18.02832,1,0
"148","R. Field","Square.Room",5.67296996662959,NA,5.67296996662959,5.945953,1,0
"149","R. Field","Square.Room",11.6796440489433,NA,11.6796440489433,5.5030515,1,0
"150","R. Field","Square.Room",7.67519466073415,NA,7.67519466073415,9.7970565,1,0
